0.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000042e-03,5.062830448150634766e-01
4.000000000000000083e-03,5.125650763511657715e-01
6.000000000000000125e-03,5.188450813293457031e-01
8.000000000000000167e-03,5.251221656799316406e-01
1.000000000000000021e-02,5.313952565193176270e-01
1.200000000000000025e-02,5.376634001731872559e-01
1.400000000000000029e-02,5.439255833625793457e-01
1.600000000000000033e-02,5.501808524131774902e-01
1.800000000000000211e-02,5.564281940460205078e-01
2.000000000000000042e-02,5.626665949821472168e-01
2.199999999999999872e-02,5.688951611518859863e-01
2.400000000000000050e-02,5.751128196716308594e-01
2.600000000000000228e-02,5.813185572624206543e-01
2.800000000000000058e-02,5.875115394592285156e-01
2.999999999999999889e-02,5.936906337738037109e-01
3.200000000000000067e-02,5.998550057411193848e-01
3.400000000000000244e-02,6.060035824775695801e-01
3.600000000000000422e-02,6.121354103088378906e-01
3.799999999999999906e-02,6.182495355606079102e-01
4.000000000000000083e-02,6.243449449539184570e-01
4.200000000000000261e-02,6.304207444190979004e-01
4.399999999999999745e-02,6.364759802818298340e-01
4.599999999999999922e-02,6.425096392631530762e-01
4.800000000000000100e-02,6.485207676887512207e-01
5.000000000000000278e-02,6.545084714889526367e-01
5.200000000000000455e-02,6.604717969894409180e-01
5.399999999999999939e-02,6.664097905158996582e-01
5.600000000000000117e-02,6.723214387893676758e-01
5.800000000000000294e-02,6.782059669494628906e-01
5.999999999999999778e-02,6.840622425079345703e-01
6.199999999999999956e-02,6.898895502090454102e-01
6.400000000000000133e-02,6.956868171691894531e-01
6.600000000000000311e-02,7.014532089233398438e-01
6.800000000000000488e-02,7.071877717971801758e-01
7.000000000000000666e-02,7.128896713256835938e-01
7.200000000000000844e-02,7.185578942298889160e-01
7.399999999999999634e-02,7.241916060447692871e-01
7.599999999999999811e-02,7.297899723052978516e-01
7.799999999999999989e-02,7.353519797325134277e-01
8.000000000000000167e-02,7.408768534660339355e-01
8.200000000000000344e-02,7.463636398315429688e-01
8.400000000000000522e-02,7.518116235733032227e-01
8.600000000000000699e-02,7.572197914123535156e-01
8.799999999999999489e-02,7.625873088836669922e-01
8.999999999999999667e-02,7.679134011268615723e-01
9.199999999999999845e-02,7.731971740722656250e-01
9.400000000000000022e-02,7.784378528594970703e-01
9.600000000000000200e-02,7.836344242095947266e-01
9.800000000000000377e-02,7.887863516807556152e-01
1.000000000000000056e-01,7.938926219940185547e-01
1.020000000000000073e-01,7.989525198936462402e-01
1.040000000000000091e-01,8.039651513099670410e-01
1.059999999999999970e-01,8.089298009872436523e-01
1.079999999999999988e-01,8.138456940650939941e-01
1.100000000000000006e-01,8.187119960784912109e-01
1.120000000000000023e-01,8.235279917716979980e-01
1.140000000000000041e-01,8.282928466796875000e-01
1.160000000000000059e-01,8.330059051513671875e-01
1.180000000000000077e-01,8.376663923263549805e-01
1.199999999999999956e-01,8.422735929489135742e-01
1.219999999999999973e-01,8.468266725540161133e-01
1.239999999999999991e-01,8.513250350952148438e-01
1.260000000000000009e-01,8.557678461074829102e-01
1.280000000000000027e-01,8.601545095443725586e-01
1.300000000000000044e-01,8.644843101501464844e-01
1.320000000000000062e-01,8.687565326690673828e-01
1.340000000000000080e-01,8.729705810546875000e-01
1.360000000000000098e-01,8.771257400512695312e-01
1.380000000000000115e-01,8.812212944030761719e-01
1.400000000000000133e-01,8.852566480636596680e-01
1.420000000000000151e-01,8.892312049865722656e-01
1.440000000000000169e-01,8.931442499160766602e-01
1.459999999999999909e-01,8.969951868057250977e-01
1.479999999999999927e-01,9.007835388183593750e-01
1.499999999999999944e-01,9.045084714889526367e-01
1.519999999999999962e-01,9.081696271896362305e-01
1.539999999999999980e-01,9.117662906646728516e-01
1.559999999999999998e-01,9.152979850769042969e-01
1.580000000000000016e-01,9.187639951705932617e-01
1.600000000000000033e-01,9.221639633178710938e-01
1.620000000000000051e-01,9.254972934722900391e-01
1.640000000000000069e-01,9.287633299827575684e-01
1.660000000000000087e-01,9.319617152214050293e-01
1.680000000000000104e-01,9.350918531417846680e-01
1.700000000000000122e-01,9.381533861160278320e-01
1.720000000000000140e-01,9.411456584930419922e-01
1.740000000000000158e-01,9.440681934356689453e-01
