,0,1,2
0,0.0,0.0,0.0
1,0.012566040270030499,0.012566040270030499,0.012566040270030499
2,0.025130096822977066,0.025130096822977066,0.025130096822977066
3,0.0376901812851429,0.0376901812851429,0.0376901812851429
4,0.050244320183992386,0.050244320183992386,0.050244320183992386
5,0.06279052048921585,0.06279052048921585,0.06279052048921585
6,0.07532680034637451,0.07532680034637451,0.07532680034637451
7,0.08785119652748108,0.08785119652748108,0.08785119652748108
8,0.10036171972751617,0.10036171972751617,0.10036171972751617
9,0.11285638809204102,0.11285638809204102,0.11285638809204102
10,0.12533323466777802,0.12533323466777802,0.12533323466777802
11,0.13779029250144958,0.13779029250144958,0.13779029250144958
12,0.15022557973861694,0.15022557973861694,0.15022557973861694
13,0.1626371592283249,0.1626371592283249,0.1626371592283249
14,0.17502306401729584,0.17502306401729584,0.17502306401729584
15,0.187381312251091,0.187381312251091,0.187381312251091
16,0.19970998167991638,0.19970998167991638,0.19970998167991638
17,0.21200712025165558,0.21200712025165558,0.21200712025165558
18,0.2242707759141922,0.2242707759141922,0.2242707759141922
19,0.23649901151657104,0.23649901151657104,0.23649901151657104
20,0.2486899048089981,0.2486899048089981,0.2486899048089981
21,0.2608415186405182,0.2608415186405182,0.2608415186405182
22,0.27295196056365967,0.27295196056365967,0.27295196056365967
23,0.28501927852630615,0.28501927852630615,0.28501927852630615
24,0.29704156517982483,0.29704156517982483,0.29704156517982483
25,0.30901700258255005,0.30901700258255005,0.30901700258255005
26,0.32094359397888184,0.32094359397888184,0.32094359397888184
27,0.33281955122947693,0.33281955122947693,0.33281955122947693
28,0.3446429371833801,0.3446429371833801,0.3446429371833801
29,0.3564119040966034,0.3564119040966034,0.3564119040966034
30,0.3681245446205139,0.3681245446205139,0.3681245446205139
31,0.3797791302204132,0.3797791302204132,0.3797791302204132
32,0.3913736641407013,0.3913736641407013,0.3913736641407013
33,0.4029064178466797,0.4029064178466797,0.4029064178466797
34,0.4143756031990051,0.4143756031990051,0.4143756031990051
35,0.4257792830467224,0.4257792830467224,0.4257792830467224
36,0.43711578845977783,0.43711578845977783,0.43711578845977783
37,0.4483832120895386,0.4483832120895386,0.4483832120895386
38,0.4595798850059509,0.4595798850059509,0.4595798850059509
39,0.47070392966270447,0.47070392966270447,0.47070392966270447
40,0.48175370693206787,0.48175370693206787,0.48175370693206787
41,0.4927273392677307,0.4927273392677307,0.4927273392677307
42,0.5036231875419617,0.5036231875419617,0.5036231875419617
43,0.5144395232200623,0.5144395232200623,0.5144395232200623
44,0.5251746773719788,0.5251746773719788,0.5251746773719788
45,0.5358268022537231,0.5358268022537231,0.5358268022537231
46,0.5463943481445312,0.5463943481445312,0.5463943481445312
47,0.5568756461143494,0.5568756461143494,0.5568756461143494
48,0.5672689080238342,0.5672689080238342,0.5672689080238342
49,0.5775727033615112,0.5775727033615112,0.5775727033615112
50,0.5877852439880371,0.5877852439880371,0.5877852439880371
51,0.5979050397872925,0.5979050397872925,0.5979050397872925
52,0.6079303026199341,0.6079303026199341,0.6079303026199341
53,0.6178596019744873,0.6178596019744873,0.6178596019744873
54,0.627691388130188,0.627691388130188,0.627691388130188
55,0.6374240517616272,0.6374240517616272,0.6374240517616272
56,0.647055983543396,0.647055983543396,0.647055983543396
57,0.6565857529640198,0.6565857529640198,0.6565857529640198
58,0.6660118699073792,0.6660118699073792,0.6660118699073792
59,0.67533278465271,0.67533278465271,0.67533278465271
60,0.6845471262931824,0.6845471262931824,0.6845471262931824
61,0.6936533451080322,0.6936533451080322,0.6936533451080322
62,0.7026500105857849,0.7026500105857849,0.7026500105857849
63,0.7115356922149658,0.7115356922149658,0.7115356922149658
64,0.7203090786933899,0.7203090786933899,0.7203090786933899
65,0.7289686799049377,0.7289686799049377,0.7289686799049377
66,0.7375131249427795,0.7375131249427795,0.7375131249427795
67,0.745941162109375,0.745941162109375,0.745941162109375
68,0.7542514204978943,0.7542514204978943,0.7542514204978943
69,0.7624425292015076,0.7624425292015076,0.7624425292015076
70,0.7705132365226746,0.7705132365226746,0.7705132365226746
71,0.7784623503684998,0.7784623503684998,0.7784623503684998
72,0.7862884402275085,0.7862884402275085,0.7862884402275085
73,0.793990433216095,0.793990433216095,0.793990433216095
74,0.801567018032074,0.801567018032074,0.801567018032074
75,0.80901700258255,0.80901700258255,0.80901700258255
76,0.8163392543792725,0.8163392543792725,0.8163392543792725
77,0.8235325813293457,0.8235325813293457,0.8235325813293457
78,0.8305959105491638,0.8305959105491638,0.8305959105491638
79,0.8375280499458313,0.8375280499458313,0.8375280499458313
80,0.844327986240387,0.844327986240387,0.844327986240387
81,0.8509945273399353,0.8509945273399353,0.8509945273399353
82,0.8575266599655151,0.8575266599655151,0.8575266599655151
83,0.8639234304428101,0.8639234304428101,0.8639234304428101
84,0.8701837658882141,0.8701837658882141,0.8701837658882141
85,0.8763067126274109,0.8763067126274109,0.8763067126274109
86,0.8822912573814392,0.8822912573814392,0.8822912573814392
87,0.8881364464759827,0.8881364464759827,0.8881364464759827
88,0.8938414454460144,0.8938414454460144,0.8938414454460144
89,0.8994052410125732,0.8994052410125732,0.8994052410125732
90,0.9048270583152771,0.9048270583152771,0.9048270583152771
91,0.9101060032844543,0.9101060032844543,0.9101060032844543
92,0.9152411818504333,0.9152411818504333,0.9152411818504333
93,0.920231819152832,0.920231819152832,0.920231819152832
94,0.9250771999359131,0.9250771999359131,0.9250771999359131
95,0.9297764897346497,0.9297764897346497,0.9297764897346497
96,0.9343289136886597,0.9343289136886597,0.9343289136886597
97,0.9387338757514954,0.9387338757514954,0.9387338757514954
98,0.9429905414581299,0.9429905414581299,0.9429905414581299
99,0.9470983147621155,0.9470983147621155,0.9470983147621155
100,0.9510565400123596,0.9510565400123596,0.9510565400123596
101,0.9548645615577698,0.9548645615577698,0.9548645615577698
102,0.9585217833518982,0.9585217833518982,0.9585217833518982
103,0.9620276689529419,0.9620276689529419,0.9620276689529419
104,0.9653816223144531,0.9653816223144531,0.9653816223144531
105,0.9685831665992737,0.9685831665992737,0.9685831665992737
106,0.9716317653656006,0.9716317653656006,0.9716317653656006
107,0.9745268821716309,0.9745268821716309,0.9745268821716309
108,0.9772681593894958,0.9772681593894958,0.9772681593894958
109,0.9798550605773926,0.9798550605773926,0.9798550605773926
110,0.9822872877120972,0.9822872877120972,0.9822872877120972
111,0.9845643639564514,0.9845643639564514,0.9845643639564514
112,0.9866859316825867,0.9866859316825867,0.9866859316825867
113,0.9886517524719238,0.9886517524719238,0.9886517524719238
114,0.9904614090919495,0.9904614090919495,0.9904614090919495
115,0.9921147227287292,0.9921147227287292,0.9921147227287292
116,0.9936113357543945,0.9936113357543945,0.9936113357543945
117,0.9949510097503662,0.9949510097503662,0.9949510097503662
118,0.9961336255073547,0.9961336255073547,0.9961336255073547
119,0.9971588850021362,0.9971588850021362,0.9971588850021362
120,0.9980267286300659,0.9980267286300659,0.9980267286300659
121,0.9987369775772095,0.9987369775772095,0.9987369775772095
122,0.9992894530296326,0.9992894530296326,0.9992894530296326
123,0.99968421459198,0.99968421459198,0.99968421459198
124,0.9999210238456726,0.9999210238456726,0.9999210238456726
125,1.0,1.0,1.0
126,0.9999210238456726,0.9999210238456726,0.9999210238456726
127,0.99968421459198,0.99968421459198,0.99968421459198
128,0.9992894530296326,0.9992894530296326,0.9992894530296326
129,0.9987369775772095,0.9987369775772095,0.9987369775772095
130,0.9980267286300659,0.9980267286300659,0.9980267286300659
131,0.9971588850021362,0.9971588850021362,0.9971588850021362
132,0.9961336255073547,0.9961336255073547,0.9961336255073547
133,0.9949510097503662,0.9949510097503662,0.9949510097503662
134,0.9936113357543945,0.9936113357543945,0.9936113357543945
135,0.9921146631240845,0.9921146631240845,0.9921146631240845
136,0.9904614090919495,0.9904614090919495,0.9904614090919495
137,0.9886517524719238,0.9886517524719238,0.9886517524719238
138,0.9866859316825867,0.9866859316825867,0.9866859316825867
139,0.9845643043518066,0.9845643043518066,0.9845643043518066
140,0.9822872281074524,0.9822872281074524,0.9822872281074524
141,0.9798550605773926,0.9798550605773926,0.9798550605773926
142,0.9772680997848511,0.9772680997848511,0.9772680997848511
143,0.9745268821716309,0.9745268821716309,0.9745268821716309
144,0.9716317057609558,0.9716317057609558,0.9716317057609558
145,0.9685831665992737,0.9685831665992737,0.9685831665992737
146,0.9653816223144531,0.9653816223144531,0.9653816223144531
147,0.9620276689529419,0.9620276689529419,0.9620276689529419
148,0.9585217833518982,0.9585217833518982,0.9585217833518982
149,0.954864501953125,0.954864501953125,0.954864501953125
150,0.9510564804077148,0.9510564804077148,0.9510564804077148
151,0.9470983147621155,0.9470983147621155,0.9470983147621155
152,0.9429905414581299,0.9429905414581299,0.9429905414581299
153,0.9387338757514954,0.9387338757514954,0.9387338757514954
154,0.9343289136886597,0.9343289136886597,0.9343289136886597
155,0.9297764301300049,0.9297764301300049,0.9297764301300049
156,0.9250771999359131,0.9250771999359131,0.9250771999359131
157,0.9202318787574768,0.9202318787574768,0.9202318787574768
158,0.9152411818504333,0.9152411818504333,0.9152411818504333
159,0.9101059436798096,0.9101059436798096,0.9101059436798096
160,0.9048269987106323,0.9048269987106323,0.9048269987106323
161,0.8994052410125732,0.8994052410125732,0.8994052410125732
162,0.8938414454460144,0.8938414454460144,0.8938414454460144
163,0.8881364464759827,0.8881364464759827,0.8881364464759827
164,0.8822912573814392,0.8822912573814392,0.8822912573814392
165,0.8763065934181213,0.8763065934181213,0.8763065934181213
166,0.8701837062835693,0.8701837062835693,0.8701837062835693
167,0.8639233708381653,0.8639233708381653,0.8639233708381653
168,0.8575266599655151,0.8575266599655151,0.8575266599655151
169,0.8509945273399353,0.8509945273399353,0.8509945273399353
170,0.8443278074264526,0.8443278074264526,0.8443278074264526
171,0.8375279903411865,0.8375279903411865,0.8375279903411865
172,0.830595850944519,0.830595850944519,0.830595850944519
173,0.8235325813293457,0.8235325813293457,0.8235325813293457
