,0,1,2
0,0.0,0.0,0.0
1,0.01256604,0.01256604,0.01256604
2,0.025130097,0.025130097,0.025130097
3,0.03769018,0.03769018,0.03769018
4,0.05024432,0.05024432,0.05024432
5,0.06279052,0.06279052,0.06279052
6,0.0753268,0.0753268,0.0753268
7,0.0878512,0.0878512,0.0878512
8,0.10036172,0.10036172,0.10036172
9,0.11285639,0.11285639,0.11285639
10,0.12533323,0.12533323,0.12533323
11,0.13779029,0.13779029,0.13779029
12,0.15022558,0.15022558,0.15022558
13,0.16263716,0.16263716,0.16263716
14,0.17502306,0.17502306,0.17502306
15,0.18738131,0.18738131,0.18738131
16,0.19970998,0.19970998,0.19970998
17,0.21200712,0.21200712,0.21200712
18,0.22427078,0.22427078,0.22427078
19,0.23649901,0.23649901,0.23649901
20,0.2486899,0.2486899,0.2486899
21,0.26084152,0.26084152,0.26084152
22,0.27295196,0.27295196,0.27295196
23,0.28501928,0.28501928,0.28501928
24,0.29704157,0.29704157,0.29704157
25,0.309017,0.309017,0.309017
26,0.3209436,0.3209436,0.3209436
27,0.33281955,0.33281955,0.33281955
28,0.34464294,0.34464294,0.34464294
29,0.3564119,0.3564119,0.3564119
30,0.36812454,0.36812454,0.36812454
31,0.37977913,0.37977913,0.37977913
32,0.39137366,0.39137366,0.39137366
33,0.40290642,0.40290642,0.40290642
34,0.4143756,0.4143756,0.4143756
35,0.42577928,0.42577928,0.42577928
36,0.4371158,0.4371158,0.4371158
37,0.4483832,0.4483832,0.4483832
38,0.45957989,0.45957989,0.45957989
39,0.47070393,0.47070393,0.47070393
40,0.4817537,0.4817537,0.4817537
41,0.49272734,0.49272734,0.49272734
42,0.5036232,0.5036232,0.5036232
43,0.5144395,0.5144395,0.5144395
44,0.5251747,0.5251747,0.5251747
45,0.5358268,0.5358268,0.5358268
46,0.54639435,0.54639435,0.54639435
47,0.55687565,0.55687565,0.55687565
48,0.5672689,0.5672689,0.5672689
49,0.5775727,0.5775727,0.5775727
50,0.58778524,0.58778524,0.58778524
51,0.59790504,0.59790504,0.59790504
52,0.6079303,0.6079303,0.6079303
53,0.6178596,0.6178596,0.6178596
54,0.6276914,0.6276914,0.6276914
55,0.63742405,0.63742405,0.63742405
56,0.647056,0.647056,0.647056
57,0.65658575,0.65658575,0.65658575
58,0.66601187,0.66601187,0.66601187
59,0.6753328,0.6753328,0.6753328
60,0.6845471,0.6845471,0.6845471
61,0.69365335,0.69365335,0.69365335
62,0.70265,0.70265,0.70265
63,0.7115357,0.7115357,0.7115357
64,0.7203091,0.7203091,0.7203091
65,0.7289687,0.7289687,0.7289687
66,0.7375131,0.7375131,0.7375131
67,0.74594116,0.74594116,0.74594116
68,0.7542514,0.7542514,0.7542514
69,0.7624425,0.7624425,0.7624425
70,0.77051324,0.77051324,0.77051324
71,0.77846235,0.77846235,0.77846235
72,0.78628844,0.78628844,0.78628844
73,0.79399043,0.79399043,0.79399043
74,0.801567,0.801567,0.801567
75,0.809017,0.809017,0.809017
76,0.81633925,0.81633925,0.81633925
77,0.8235326,0.8235326,0.8235326
78,0.8305959,0.8305959,0.8305959
79,0.83752805,0.83752805,0.83752805
80,0.844328,0.844328,0.844328
81,0.8509945,0.8509945,0.8509945
82,0.85752666,0.85752666,0.85752666
83,0.86392343,0.86392343,0.86392343
84,0.87018377,0.87018377,0.87018377
85,0.8763067,0.8763067,0.8763067
86,0.88229126,0.88229126,0.88229126
87,0.88813645,0.88813645,0.88813645
88,0.89384145,0.89384145,0.89384145
89,0.89940524,0.89940524,0.89940524
90,0.90482706,0.90482706,0.90482706
91,0.910106,0.910106,0.910106
92,0.9152412,0.9152412,0.9152412
93,0.9202318,0.9202318,0.9202318
94,0.9250772,0.9250772,0.9250772
95,0.9297765,0.9297765,0.9297765
96,0.9343289,0.9343289,0.9343289
97,0.9387339,0.9387339,0.9387339
98,0.94299054,0.94299054,0.94299054
99,0.9470983,0.9470983,0.9470983
100,0.95105654,0.95105654,0.95105654
101,0.95486456,0.95486456,0.95486456
102,0.9585218,0.9585218,0.9585218
103,0.96202767,0.96202767,0.96202767
104,0.9653816,0.9653816,0.9653816
105,0.96858317,0.96858317,0.96858317
106,0.97163177,0.97163177,0.97163177
107,0.9745269,0.9745269,0.9745269
108,0.97726816,0.97726816,0.97726816
109,0.97985506,0.97985506,0.97985506
110,0.9822873,0.9822873,0.9822873
111,0.98456436,0.98456436,0.98456436
112,0.98668593,0.98668593,0.98668593
113,0.98865175,0.98865175,0.98865175
114,0.9904614,0.9904614,0.9904614
115,0.9921147,0.9921147,0.9921147
116,0.99361134,0.99361134,0.99361134
117,0.994951,0.994951,0.994951
118,0.9961336,0.9961336,0.9961336
119,0.9971589,0.9971589,0.9971589
120,0.9980267,0.9980267,0.9980267
121,0.998737,0.998737,0.998737
122,0.99928945,0.99928945,0.99928945
123,0.9996842,0.9996842,0.9996842
124,0.999921,0.999921,0.999921
125,1.0,1.0,1.0
126,0.999921,0.999921,0.999921
127,0.9996842,0.9996842,0.9996842
128,0.99928945,0.99928945,0.99928945
129,0.998737,0.998737,0.998737
130,0.9980267,0.9980267,0.9980267
131,0.9971589,0.9971589,0.9971589
132,0.9961336,0.9961336,0.9961336
133,0.994951,0.994951,0.994951
134,0.99361134,0.99361134,0.99361134
135,0.99211466,0.99211466,0.99211466
136,0.9904614,0.9904614,0.9904614
137,0.98865175,0.98865175,0.98865175
138,0.98668593,0.98668593,0.98668593
139,0.9845643,0.9845643,0.9845643
140,0.9822872,0.9822872,0.9822872
141,0.97985506,0.97985506,0.97985506
142,0.9772681,0.9772681,0.9772681
143,0.9745269,0.9745269,0.9745269
144,0.9716317,0.9716317,0.9716317
145,0.96858317,0.96858317,0.96858317
146,0.9653816,0.9653816,0.9653816
147,0.96202767,0.96202767,0.96202767
148,0.9585218,0.9585218,0.9585218
149,0.9548645,0.9548645,0.9548645
150,0.9510565,0.9510565,0.9510565
151,0.9470983,0.9470983,0.9470983
152,0.94299054,0.94299054,0.94299054
153,0.9387339,0.9387339,0.9387339
154,0.9343289,0.9343289,0.9343289
155,0.92977643,0.92977643,0.92977643
156,0.9250772,0.9250772,0.9250772
157,0.9202319,0.9202319,0.9202319
158,0.9152412,0.9152412,0.9152412
159,0.91010594,0.91010594,0.91010594
160,0.904827,0.904827,0.904827
161,0.89940524,0.89940524,0.89940524
162,0.89384145,0.89384145,0.89384145
163,0.88813645,0.88813645,0.88813645
164,0.88229126,0.88229126,0.88229126
165,0.8763066,0.8763066,0.8763066
166,0.8701837,0.8701837,0.8701837
167,0.8639234,0.8639234,0.8639234
168,0.85752666,0.85752666,0.85752666
169,0.8509945,0.8509945,0.8509945
170,0.8443278,0.8443278,0.8443278
171,0.837528,0.837528,0.837528
172,0.83059585,0.83059585,0.83059585
173,0.8235326,0.8235326,0.8235326
174,0.81633925,0.81633925,0.81633925
175,0.809017,0.809017,0.809017
176,0.8015669,0.8015669,0.8015669
177,0.7939903,0.7939903,0.7939903
178,0.7862884,0.7862884,0.7862884
179,0.7784623,0.7784623,0.7784623
180,0.77051324,0.77051324,0.77051324
181,0.7624424,0.7624424,0.7624424
182,0.7542513,0.7542513,0.7542513
183,0.7459411,0.7459411,0.7459411
184,0.73751307,0.73751307,0.73751307
185,0.7289686,0.7289686,0.7289686
186,0.7203091,0.7203091,0.7203091
187,0.7115356,0.7115356,0.7115356
188,0.7026499,0.7026499,0.7026499
189,0.6936533,0.6936533,0.6936533
190,0.6845471,0.6845471,0.6845471
191,0.67533284,0.67533284,0.67533284
192,0.6660119,0.6660119,0.6660119
193,0.6565857,0.6565857,0.6565857
194,0.6470559,0.6470559,0.6470559
195,0.637424,0.637424,0.637424
196,0.6276914,0.6276914,0.6276914
197,0.61785966,0.61785966,0.61785966
198,0.6079302,0.6079302,0.6079302
199,0.5979049,0.5979049,0.5979049
200,0.58778524,0.58778524,0.58778524
201,0.5775727,0.5775727,0.5775727
202,0.56726897,0.56726897,0.56726897
203,0.5568757,0.5568757,0.5568757
204,0.5463942,0.5463942,0.5463942
205,0.53582674,0.53582674,0.53582674
206,0.5251746,0.5251746,0.5251746
207,0.5144395,0.5144395,0.5144395
208,0.50362325,0.50362325,0.50362325
209,0.49272722,0.49272722,0.49272722
210,0.4817536,0.4817536,0.4817536
211,0.47070387,0.47070387,0.47070387
212,0.45957983,0.45957983,0.45957983
213,0.4483832,0.4483832,0.4483832
214,0.43711582,0.43711582,0.43711582
215,0.42577916,0.42577916,0.42577916
216,0.41437548,0.41437548,0.41437548
217,0.4029064,0.4029064,0.4029064
218,0.39137363,0.39137363,0.39137363
219,0.37977913,0.37977913,0.37977913
220,0.3681244,0.3681244,0.3681244
221,0.35641176,0.35641176,0.35641176
222,0.34464285,0.34464285,0.34464285
223,0.3328195,0.3328195,0.3328195
224,0.3209436,0.3209436,0.3209436
225,0.30901703,0.30901703,0.30901703
226,0.29704145,0.29704145,0.29704145
227,0.28501916,0.28501916,0.28501916
228,0.27295187,0.27295187,0.27295187
229,0.2608415,0.2608415,0.2608415
230,0.2486899,0.2486899,0.2486899
231,0.23649882,0.23649882,0.23649882
232,0.22427063,0.22427063,0.22427063
233,0.21200702,0.21200702,0.21200702
234,0.19970992,0.19970992,0.19970992
235,0.1873813,0.1873813,0.1873813
236,0.1750231,0.1750231,0.1750231
237,0.162637,0.162637,0.162637
238,0.15022546,0.15022546,0.15022546
239,0.13779022,0.13779022,0.13779022
240,0.12533319,0.12533319,0.12533319
241,0.11285639,0.11285639,0.11285639
242,0.100361764,0.100361764,0.100361764
243,0.08785105,0.08785105,0.08785105
244,0.075326696,0.075326696,0.075326696
245,0.06279045,0.06279045,0.06279045
246,0.0502443,0.0502443,0.0502443
247,0.037690207,0.037690207,0.037690207
248,0.025129924,0.025129924,0.025129924
249,0.01256591,0.01256591,0.01256591
250,-8.742278e-08,-8.742278e-08,-8.742278e-08
251,-0.012566085,-0.012566085,-0.012566085
252,-0.025130099,-0.025130099,-0.025130099
253,-0.03769014,-0.03769014,-0.03769014
254,-0.050244473,-0.050244473,-0.050244473
255,-0.06279063,-0.06279063,-0.06279063
256,-0.075326875,-0.075326875,-0.075326875
257,-0.08785123,-0.08785123,-0.08785123
258,-0.100361705,-0.100361705,-0.100361705
259,-0.11285657,-0.11285657,-0.11285657
260,-0.12533337,-0.12533337,-0.12533337
261,-0.13779038,-0.13779038,-0.13779038
262,-0.15022564,-0.15022564,-0.15022564
263,-0.16263717,-0.16263717,-0.16263717
264,-0.17502303,-0.17502303,-0.17502303
265,-0.18738148,-0.18738148,-0.18738148
266,-0.1997101,-0.1997101,-0.1997101
267,-0.2120072,-0.2120072,-0.2120072
268,-0.2242708,-0.2242708,-0.2242708
269,-0.236499,-0.236499,-0.236499
270,-0.24869007,-0.24869007,-0.24869007
271,-0.26084164,-0.26084164,-0.26084164
272,-0.27295205,-0.27295205,-0.27295205
273,-0.28501934,-0.28501934,-0.28501934
274,-0.2970416,-0.2970416,-0.2970416
275,-0.30901697,-0.30901697,-0.30901697
276,-0.32094377,-0.32094377,-0.32094377
277,-0.33281967,-0.33281967,-0.33281967
278,-0.344643,-0.344643,-0.344643
279,-0.35641193,-0.35641193,-0.35641193
280,-0.36812454,-0.36812454,-0.36812454
281,-0.37977907,-0.37977907,-0.37977907
282,-0.3913738,-0.3913738,-0.3913738
283,-0.40290654,-0.40290654,-0.40290654
284,-0.41437563,-0.41437563,-0.41437563
285,-0.4257793,-0.4257793,-0.4257793
286,-0.43711576,-0.43711576,-0.43711576
287,-0.4483834,-0.4483834,-0.4483834
288,-0.45957997,-0.45957997,-0.45957997
289,-0.47070402,-0.47070402,-0.47070402
290,-0.4817537,-0.4817537,-0.4817537
291,-0.49272734,-0.49272734,-0.49272734
292,-0.5036231,-0.5036231,-0.5036231
293,-0.51443964,-0.51443964,-0.51443964
294,-0.52517474,-0.52517474,-0.52517474
295,-0.53582686,-0.53582686,-0.53582686
296,-0.54639435,-0.54639435,-0.54639435
297,-0.5568756,-0.5568756,-0.5568756
298,-0.5672691,-0.5672691,-0.5672691
299,-0.5775728,-0.5775728,-0.5775728
300,-0.5877853,-0.5877853,-0.5877853
301,-0.59790504,-0.59790504,-0.59790504
302,-0.6079303,-0.6079303,-0.6079303
303,-0.61785954,-0.61785954,-0.61785954
304,-0.62769145,-0.62769145,-0.62769145
305,-0.63742405,-0.63742405,-0.63742405
306,-0.647056,-0.647056,-0.647056
307,-0.65658575,-0.65658575,-0.65658575
308,-0.66601187,-0.66601187,-0.66601187
309,-0.67533296,-0.67533296,-0.67533296
310,-0.6845472,-0.6845472,-0.6845472
311,-0.69365335,-0.69365335,-0.69365335
312,-0.70265,-0.70265,-0.70265
313,-0.7115357,-0.7115357,-0.7115357
314,-0.720309,-0.720309,-0.720309
315,-0.72896874,-0.72896874,-0.72896874
316,-0.7375132,-0.7375132,-0.7375132
317,-0.7459412,-0.7459412,-0.7459412
318,-0.7542514,-0.7542514,-0.7542514
319,-0.7624425,-0.7624425,-0.7624425
320,-0.77051336,-0.77051336,-0.77051336
321,-0.77846223,-0.77846223,-0.77846223
322,-0.7862885,-0.7862885,-0.7862885
323,-0.79399055,-0.79399055,-0.79399055
324,-0.801567,-0.801567,-0.801567
325,-0.8090171,-0.8090171,-0.8090171
326,-0.8163392,-0.8163392,-0.8163392
327,-0.8235327,-0.8235327,-0.8235327
328,-0.8305958,-0.8305958,-0.8305958
329,-0.83752805,-0.83752805,-0.83752805
330,-0.84432805,-0.84432805,-0.84432805
331,-0.85099447,-0.85099447,-0.85099447
332,-0.8575267,-0.8575267,-0.8575267
333,-0.8639234,-0.8639234,-0.8639234
